Dependency metrics,sexta, 7 nov. 2025 11:40:11 WET
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*,PDcy,PDpt
mindustry.world.blocks.power.PowerDiode,909,7,1 151,2,1 076,6,2
mindustry.world.blocks.power.PowerDiode.PowerDiodeBuild,909,3,1 151,1,1 076,2,1
mindustry.world.blocks.power.PowerDistributor,909,2,1 151,3,1 076,2,2
mindustry.world.blocks.power.PowerGenerator,909,17,1 151,14,1 076,12,5
mindustry.world.blocks.power.PowerGenerator.GeneratorBuild,909,10,1 151,14,1 076,7,3
mindustry.world.blocks.power.PowerGraph,0,0,0,11,1 079,0,5
mindustry.world.blocks.power.PowerNode,909,24,1 151,11,1 076,12,8
mindustry.world.blocks.power.PowerNode.PowerNodeBuild,909,11,1 151,4,1 076,8,3
mindustry.world.blocks.power.SolarGenerator,909,6,1 151,1,1 076,4,1
mindustry.world.blocks.power.SolarGenerator.SolarGeneratorBuild,909,5,1 151,1,1 076,5,1
mindustry.world.blocks.power.ThermalGenerator,909,14,1 151,3,1 076,9,3
mindustry.world.blocks.power.ThermalGenerator.ThermalGeneratorBuild,909,6,1 151,1,1 076,5,1
mindustry.world.blocks.power.VariableReactor,909,15,1 151,3,1 076,10,3
mindustry.world.blocks.power.VariableReactor.VariableReactorBuild,909,6,1 151,2,1 076,5,2
mindustry.world.blocks.production.AttributeCrafter,909,12,1 151,3,1 076,8,3
mindustry.world.blocks.production.AttributeCrafter.AttributeCrafterBuild,909,4,1 151,3,1 076,3,3
mindustry.world.blocks.production.BeamDrill,909,24,1 151,3,1 076,13,3
mindustry.world.blocks.production.BeamDrill.BeamDrillBuild,909,9,1 151,2,1 076,7,2
mindustry.world.blocks.production.BurstDrill,909,11,1 151,3,1 076,7,3
mindustry.world.blocks.production.BurstDrill.BurstDrillBuild,909,8,1 151,1,1 076,5,1
mindustry.world.blocks.production.Drill,909,26,1 151,8,1 076,16,5
mindustry.world.blocks.production.Drill.DrillBuild,909,6,1 151,3,1 076,5,2
mindustry.world.blocks.production.Fracker,909,7,1 151,3,1 076,4,3
mindustry.world.blocks.production.Fracker.FrackerBuild,909,4,1 151,1,1 076,2,1
mindustry.world.blocks.production.GenericCrafter,909,19,1 151,8,1 076,11,5
mindustry.world.blocks.production.GenericCrafter.GenericCrafterBuild,909,8,1 151,4,1 076,5,3
mindustry.world.blocks.production.HeatCrafter,909,9,1 151,3,1 076,6,3
mindustry.world.blocks.production.HeatCrafter.HeatCrafterBuild,909,3,1 151,3,1 076,2,3
mindustry.world.blocks.production.Incinerator,909,3,1 151,2,1 076,3,2
mindustry.world.blocks.production.Incinerator.IncineratorBuild,909,4,1 151,1,1 076,3,1
mindustry.world.blocks.production.ItemIncinerator,909,3,1 151,2,1 076,3,2
mindustry.world.blocks.production.ItemIncinerator.ItemIncineratorBuild,909,5,1 151,1,1 076,5,1
mindustry.world.blocks.production.Pump,909,19,1 151,6,1 076,11,4
mindustry.world.blocks.production.Pump.PumpBuild,909,8,1 151,4,1 076,7,3
mindustry.world.blocks.production.Separator,909,13,1 151,3,1 076,7,3
mindustry.world.blocks.production.Separator.SeparatorBuild,909,7,1 151,1,1 076,6,1
mindustry.world.blocks.production.SingleBlockProducer,909,3,1 151,2,1 076,3,2
mindustry.world.blocks.production.SingleBlockProducer.SingleBlockProducerBuild,909,3,1 151,1,1 076,3,1
mindustry.world.blocks.production.SolidPump,909,19,1 151,5,1 076,13,3
mindustry.world.blocks.production.SolidPump.SolidPumpBuild,909,10,1 151,4,1 076,6,3
mindustry.world.blocks.production.WallCrafter,909,25,1 151,3,1 076,15,3
mindustry.world.blocks.production.WallCrafter.WallCrafterBuild,909,7,1 151,2,1 076,6,2
mindustry.world.blocks.sandbox.ItemSource,909,10,1 151,4,1 076,6,4
mindustry.world.blocks.sandbox.ItemSource.ItemSourceBuild,909,7,1 151,2,1 076,7,2
mindustry.world.blocks.sandbox.ItemVoid,909,3,1 151,1,1 076,2,1
mindustry.world.blocks.sandbox.ItemVoid.ItemVoidBuild,909,2,1 151,1,1 076,2,1
mindustry.world.blocks.sandbox.LiquidSource,909,6,1 151,4,1 076,5,4
mindustry.world.blocks.sandbox.LiquidSource.LiquidSourceBuild,909,8,1 151,2,1 076,8,2
mindustry.world.blocks.sandbox.LiquidVoid,909,3,1 151,2,1 076,2,2
mindustry.world.blocks.sandbox.LiquidVoid.LiquidVoidBuild,909,1,1 151,1,1 076,1,1
mindustry.world.blocks.sandbox.PowerSource,909,3,1 151,3,1 076,3,3
mindustry.world.blocks.sandbox.PowerSource.PowerSourceBuild,909,2,1 151,1,1 076,2,1
mindustry.world.blocks.sandbox.PowerVoid,909,6,1 151,1,1 076,4,1
mindustry.world.blocks.storage.CoreBlock,909,33,1 151,30,1 076,17,19
mindustry.world.blocks.storage.CoreBlock.CoreBuild,909,38,1 151,32,1 076,18,21
mindustry.world.blocks.storage.StorageBlock,909,8,1 151,7,1 076,4,4
mindustry.world.blocks.storage.StorageBlock.StorageBuild,909,10,1 151,3,1 076,7,3
mindustry.world.blocks.storage.Unloader,909,10,1 151,4,1 076,8,4
mindustry.world.blocks.storage.Unloader.ContainerStat,0,0,0,2,1 077,0,2
mindustry.world.blocks.storage.Unloader.UnloaderBuild,909,10,1 151,2,1 076,7,2
mindustry.world.blocks.units.DroneCenter,909,5,1 151,3,1 076,4,2
mindustry.world.blocks.units.DroneCenter.DroneCenterBuild,909,10,1 151,2,1 076,7,2
mindustry.world.blocks.units.DroneCenter.EffectDroneAI,909,3,1 151,2,1 076,2,2
mindustry.world.blocks.units.Reconstructor,909,27,1 151,5,1 076,15,4
mindustry.world.blocks.units.Reconstructor.ReconstructorBuild,909,24,1 151,2,1 076,15,2
mindustry.world.blocks.units.RepairTower,909,8,1 151,3,1 076,5,3
mindustry.world.blocks.units.RepairTower.RepairTowerBuild,909,6,1 151,1,1 076,4,1
mindustry.world.blocks.units.RepairTurret,909,20,1 151,4,1 076,10,4
mindustry.world.blocks.units.RepairTurret.RepairPointBuild,909,10,1 151,2,1 076,8,2
mindustry.world.blocks.units.UnitAssembler,909,41,1 151,4,1 076,18,4
mindustry.world.blocks.units.UnitAssembler.AssemblerUnitPlan,909,4,1 151,5,1 076,1,4
mindustry.world.blocks.units.UnitAssembler.UnitAssemblerBuild,909,35,1 151,4,1 076,16,2
mindustry.world.blocks.units.UnitAssembler.YeetData,909,1,1 151,3,1 076,1,3
mindustry.world.blocks.units.UnitAssemblerModule,909,12,1 151,2,1 076,9,2
mindustry.world.blocks.units.UnitAssemblerModule.UnitAssemblerModuleBuild,909,11,1 151,2,1 076,6,2
mindustry.world.blocks.units.UnitBlock,909,6,1 151,3,1 076,5,2
mindustry.world.blocks.units.UnitBlock.UnitBuild,909,2,1 151,5,1 076,1,2
mindustry.world.blocks.units.UnitCargoLoader,909,14,1 151,3,1 076,12,3
mindustry.world.blocks.units.UnitCargoLoader.UnitTransportSourceBuild,909,12,1 151,2,1 076,10,2
mindustry.world.blocks.units.UnitCargoUnloadPoint,909,4,1 151,2,1 076,4,2
mindustry.world.blocks.units.UnitCargoUnloadPoint.UnitCargoUnloadPointBuild,909,7,1 151,3,1 076,7,3
mindustry.world.blocks.units.UnitFactory,909,29,1 151,5,1 076,15,4
mindustry.world.blocks.units.UnitFactory.UnitFactoryBuild,909,25,1 151,2,1 076,14,2
mindustry.world.blocks.units.UnitFactory.UnitPlan,909,2,1 151,6,1 076,1,4
mindustry.world.consumers.Consume,909,2,1 151,43,1 076,2,12
mindustry.world.consumers.ConsumeCoolant,909,3,1 151,6,1 076,2,5
mindustry.world.consumers.ConsumeItemCharged,909,3,1 151,2,1 076,2,1
mindustry.world.consumers.ConsumeItemDynamic,909,5,1 151,5,1 076,5,3
mindustry.world.consumers.ConsumeItemEfficiency,909,6,1 151,6,1 076,3,3
mindustry.world.consumers.ConsumeItemExplode,909,10,1 151,3,1 076,9,2
mindustry.world.consumers.ConsumeItemExplosive,909,3,1 151,2,1 076,2,1
mindustry.world.consumers.ConsumeItemFilter,909,12,1 151,11,1 076,8,4
mindustry.world.consumers.ConsumeItemFlammable,909,3,1 151,4,1 076,2,3
mindustry.world.consumers.ConsumeItemList,909,3,1 151,2,1 076,2,1
mindustry.world.consumers.ConsumeItemRadioactive,909,3,1 151,3,1 076,2,2
mindustry.world.consumers.ConsumeItems,909,8,1 151,12,1 076,6,6
mindustry.world.consumers.ConsumeLiquid,909,10,1 151,7,1 076,7,6
mindustry.world.consumers.ConsumeLiquidBase,909,3,1 151,18,1 076,3,5
mindustry.world.consumers.ConsumeLiquidFilter,909,13,1 151,6,1 076,8,4
mindustry.world.consumers.ConsumeLiquidFlammable,909,7,1 151,3,1 076,3,2
mindustry.world.consumers.ConsumeLiquids,909,10,1 151,3,1 076,7,2
mindustry.world.consumers.ConsumeLiquidsDynamic,909,6,1 151,2,1 076,6,2
mindustry.world.consumers.ConsumePayloadDynamic,909,5,1 151,3,1 076,4,2
mindustry.world.consumers.ConsumePayloadFilter,909,10,1 151,2,1 076,7,2
mindustry.world.consumers.ConsumePayloads,909,8,1 151,1,1 076,5,1
mindustry.world.consumers.ConsumePower,909,5,1 151,14,1 076,3,8
mindustry.world.consumers.ConsumePowerCondition,909,1,1 151,2,1 076,1,2
mindustry.world.consumers.ConsumePowerDynamic,909,4,1 151,2,1 076,2,2
mindustry.world.draw.DrawArcSmelt,909,1,1 151,2,1 076,1,2
mindustry.world.draw.DrawBlock,909,5,1 151,53,1 076,4,8
mindustry.world.draw.DrawBlurSpin,909,4,1 151,2,1 076,4,2
mindustry.world.draw.DrawBubbles,909,1,1 151,2,1 076,1,2
mindustry.world.draw.DrawCells,909,4,1 151,2,1 076,4,2
mindustry.world.draw.DrawCircles,909,1,1 151,2,1 076,1,2
mindustry.world.draw.DrawCrucibleFlame,909,1,1 151,2,1 076,1,2
mindustry.world.draw.DrawCultivator,909,4,1 151,2,1 076,4,2
mindustry.world.draw.DrawDefault,909,3,1 151,13,1 076,3,6
mindustry.world.draw.DrawFade,909,3,1 151,2,1 076,3,2
mindustry.world.draw.DrawFlame,909,5,1 151,3,1 076,4,3
mindustry.world.draw.DrawFrames,909,3,1 151,1,1 076,3,1
mindustry.world.draw.DrawGlowRegion,909,4,1 151,2,1 076,4,2
mindustry.world.draw.DrawHeatInput,909,6,1 151,2,1 076,6,2
mindustry.world.draw.DrawHeatOutput,909,6,1 151,4,1 076,6,4
mindustry.world.draw.DrawHeatRegion,909,5,1 151,2,1 076,5,2
mindustry.world.draw.DrawLiquidOutputs,909,7,1 151,2,1 076,6,2
mindustry.world.draw.DrawLiquidRegion,909,5,1 151,2,1 076,5,2
mindustry.world.draw.DrawLiquidTile,909,4,1 151,2,1 076,4,2
mindustry.world.draw.DrawMulti,909,3,1 151,8,1 076,3,5
mindustry.world.draw.DrawMultiWeave,909,3,1 151,2,1 076,3,2
mindustry.world.draw.DrawParticles,909,1,1 151,2,1 076,1,2
mindustry.world.draw.DrawPistons,909,4,1 151,2,1 076,4,2
mindustry.world.draw.DrawPlasma,909,5,1 151,2,1 076,4,2
mindustry.world.draw.DrawPower,909,5,1 151,2,1 076,5,2
mindustry.world.draw.DrawPulseShape,909,3,1 151,2,1 076,3,2
mindustry.world.draw.DrawPumpLiquid,909,6,1 151,2,1 076,6,2
mindustry.world.draw.DrawRegion,909,5,1 151,4,1 076,5,3
mindustry.world.draw.DrawShape,909,2,1 151,2,1 076,2,2
mindustry.world.draw.DrawSideRegion,909,4,1 151,1,1 076,4,1
mindustry.world.draw.DrawSoftParticles,909,2,1 151,2,1 076,2,2
mindustry.world.draw.DrawSpikes,909,1,1 151,2,1 076,1,2
mindustry.world.draw.DrawTurret,909,16,1 151,3,1 076,9,3
mindustry.world.draw.DrawWarmupRegion,909,4,1 151,2,1 076,4,2
mindustry.world.draw.DrawWeave,909,5,1 151,2,1 076,5,2
mindustry.world.meta.Attribute,909,4,1 151,21,1 076,3,12
mindustry.world.meta.BlockFlag,0,0,0,40,1 077,0,21
mindustry.world.meta.BlockGroup,0,0,0,47,1 077,0,14
mindustry.world.meta.BlockStatus,0,1,1,8,1 077,1,6
mindustry.world.meta.BuildVisibility,909,8,1 151,12,1 076,7,12
mindustry.world.meta.Env,0,0,0,66,1 077,0,23
mindustry.world.meta.Stat,0,1,1,93,1 077,1,19
mindustry.world.meta.StatCat,0,0,0,3,1 078,0,2
mindustry.world.meta.StatUnit,0,0,0,64,1 077,0,18
mindustry.world.meta.StatValues,909,27,1 151,42,1 076,16,12
mindustry.world.meta.Stats,909,9,1 151,95,1 076,2,18
mindustry.world.modules.BlockModule,0,0,0,5,1 078,0,3
mindustry.world.modules.ItemModule,909,11,1 151,13,1 076,5,9
mindustry.world.modules.LiquidModule,909,8,1 151,3,1 076,5,3
mindustry.world.modules.PowerModule,0,2,2,4,1 077,2,4

Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*,PDcy,PDpt
mindustry.ai.Astar.DistanceHeuristic,0,0,0,2,1 077,0,2
mindustry.ai.Astar.TileHeuristic,909,1,1 151,6,1 076,1,4
mindustry.ai.Pathfinder.PathCost,0,0,0,7,1 077,0,3
mindustry.ai.WaveSpawner.SpawnConsumer,0,0,0,1,1 077,0,1
mindustry.async.AsyncProcess,0,0,0,3,1 077,0,1
mindustry.core.NetServer.ChatFormatter,0,0,0,3,1 077,0,2
mindustry.core.NetServer.InvalidCommandHandler,0,0,0,2,1 077,0,1
mindustry.core.NetServer.TeamAssigner,909,1,1 151,1,1 076,1,1
mindustry.core.Platform,909,9,1 151,19,1 076,6,9
mindustry.core.Platform.FileWriter,0,0,0,3,1 077,0,3
mindustry.editor.MapObjectivesDialog.FieldInterpreter,909,1,1 151,2,1 076,1,1
mindustry.editor.MapObjectivesDialog.FieldProvider,909,1,1 151,1,1 076,1,1
mindustry.editor.MapResizeDialog.ResizeListener,0,0,0,2,1 077,0,1
mindustry.entities.EntityCollisions.SolidPred,0,0,0,8,1 077,0,3
mindustry.entities.EntityIndexer,0,0,0,1,1 077,0,1
mindustry.entities.Mover,0,0,0,8,1 086,0,5
mindustry.entities.Sized,0,0,0,13,1 078,0,9
mindustry.entities.Units.BuildingPriorityf,0,0,0,2,1 077,0,2
mindustry.entities.Units.Sortf,0,0,0,6,1 077,0,4
mindustry.entities.part.DrawPart.PartFunc,0,0,0,2,1 080,0,2
mindustry.entities.part.DrawPart.PartProgress,0,2,2,10,1 079,1,3
mindustry.entities.pattern.ShootPattern.BulletHandler,0,1,1,11,1 085,1,4
mindustry.entities.units.UnitController,0,0,0,8,1 077,0,7
mindustry.game.Objectives.Objective,0,0,0,14,1 077,0,5
mindustry.graphics.g3d.GenericMesh,909,1,1 151,6,1 076,1,4
mindustry.graphics.g3d.HexMesher,0,0,0,3,1 077,0,2
mindustry.graphics.g3d.PlanetRenderer.PlanetInterfaceRenderer,909,1,1 151,4,1 076,1,3
mindustry.io.SaveFileReader.CustomChunk,0,0,0,2,1 077,0,2
mindustry.io.SaveFileReader.IORunner,0,0,0,4,1 077,0,2
mindustry.io.SaveFileReader.IORunnerLength,0,0,0,5,1 077,0,2
mindustry.io.TypeIO.Boxed,0,0,0,3,1 078,0,2
mindustry.io.TypeIO.ContentMapper,909,2,1 151,2,1 076,1,2
mindustry.logic.ConditionOp.CondObjOpLambda,0,0,0,1,1 077,0,1
mindustry.logic.ConditionOp.CondOpLambda,0,0,0,1,1 077,0,1
mindustry.logic.Controllable,0,2,1 152,1,1,2,1
mindustry.logic.LExecutor.LInstruction,909,1,1 151,103,1 076,1,1
mindustry.logic.LReadable,909,2,1 151,5,1 076,1,2
mindustry.logic.LWritable,909,2,1 151,4,1 076,1,2
mindustry.logic.LogicOp.OpLambda1,0,0,0,2,3,0,1
mindustry.logic.LogicOp.OpLambda2,0,0,0,2,3,0,1
mindustry.logic.LogicOp.OpObjLambda2,0,0,0,2,3,0,1
mindustry.logic.RadarSort.RadarSortFunc,0,0,0,2,4,0,1
mindustry.logic.RadarTarget.RadarTargetFunc,0,1,1 152,2,4,1,1
mindustry.logic.Ranged,0,0,0,14,1 078,0,8
mindustry.logic.Senseable,909,2,1 151,8,1 076,2,5
mindustry.logic.Settable,0,2,1 152,3,4,2,2
mindustry.maps.Maps.MapProvider,909,2,1 151,2,1 076,2,1
mindustry.maps.filters.GenerateFilter.GenerateInput.TileProvider,909,1,1 151,3,1 076,1,3
mindustry.maps.generators.WorldGenerator,909,2,1 151,3,1 076,1,2
mindustry.mod.ContentParser.FieldParser,0,0,0,1,1 077,0,1
mindustry.mod.ContentParser.ParseListener,0,0,0,2,1 077,0,1
mindustry.mod.ContentParser.TypeParser,909,1,1 151,1,1 076,1,1
mindustry.net.Administration.ActionFilter,909,1,1 151,1,1 076,1,1
mindustry.net.Administration.ChatFilter,0,0,0,1,1 077,0,1
mindustry.net.Net.NetProvider,909,2,1 151,5,1 076,1,4
mindustry.type.AmmoType,0,0,0,6,1 077,0,4
mindustry.type.Publishable,909,1,1 151,10,1 076,1,7
mindustry.type.StatusEffect.TransitionHandler,909,1,1 151,3,1 076,1,3
mindustry.ui.Displayable,0,0,0,4,1 077,0,3
mindustry.ui.Menus.MenuListener,0,0,0,1,1,0,1
mindustry.ui.Menus.TextInputListener,0,0,0,1,1,0,1
mindustry.ui.dialogs.SettingsMenuDialog.StringProcessor,0,0,0,3,1 077,0,1
mindustry.ui.fragments.HintsFragment.Hint,0,0,0,2,1 077,0,1
mindustry.ui.layout.TreeLayout,0,1,2,3,1 080,1,1
mindustry.world.WorldContext,909,2,1 151,11,1 076,2,5
mindustry.world.blocks.Autotiler,909,6,1 151,11,1 076,3,3
mindustry.world.blocks.ControlBlock,0,0,0,9,1 077,0,8
mindustry.world.blocks.ExplosionShield,0,0,0,4,1 077,0,4
mindustry.world.blocks.LaunchAnimator,0,0,0,4,1 077,0,4
mindustry.world.blocks.RotBlock,0,0,0,7,1 078,0,7
mindustry.world.blocks.UnitTetherBlock,0,0,0,3,1 077,0,2
mindustry.world.blocks.distribution.ChainedBuilding,0,0,0,5,1 077,0,4
mindustry.world.blocks.heat.HeatBlock,0,0,0,6,1 077,0,5
mindustry.world.blocks.heat.HeatConsumer,0,0,0,5,1 077,0,5
mindustry.world.blocks.payloads.Payload,909,8,1 151,28,1 076,7,11
mindustry.world.meta.StatValue,0,0,0,10,1 077,0,7
mindustry.world.modules.ItemModule.ItemCalculator,909,1,1 151,1,1 076,1,1
mindustry.world.modules.ItemModule.ItemConsumer,909,1,1 151,4,1 076,1,3
mindustry.world.modules.LiquidModule.LiquidCalculator,909,1,1 151,2,1 076,1,2
mindustry.world.modules.LiquidModule.LiquidConsumer,909,1,1 151,1,1 076,1,1

Package,Cyclic,PDcy,PDpt,PDpt*
mindustry,58,20,59,67
mindustry.ai,58,24,31,67
mindustry.ai.types,58,18,15,67
mindustry.async,58,5,7,67
mindustry.audio,58,7,5,67
mindustry.content,58,42,51,67
mindustry.core,58,32,58,67
mindustry.ctype,58,14,52,67
mindustry.editor,58,23,7,67
mindustry.entities,58,15,39,67
mindustry.entities.abilities,58,13,7,67
mindustry.entities.bullet,58,16,18,67
mindustry.entities.comp,0,32,0,1
mindustry.entities.effect,58,3,4,67
mindustry.entities.part,58,5,6,67
mindustry.entities.pattern,58,1,4,67
mindustry.entities.units,58,13,33,67
mindustry.game,58,30,53,67
mindustry.graphics,58,22,45,67
mindustry.graphics.g3d,58,5,10,67
mindustry.input,58,25,19,67
mindustry.io,58,25,23,67
mindustry.io.versions,58,9,3,67
mindustry.logic,58,23,27,67
mindustry.maps,58,22,14,67
mindustry.maps.filters,58,14,4,67
mindustry.maps.generators,58,20,8,67
mindustry.maps.planet,58,14,2,67
mindustry.mod,58,47,19,67
mindustry.net,58,16,33,67
mindustry.service,58,18,3,67
mindustry.type,58,33,56,67
mindustry.type.ammo,58,5,4,67
mindustry.type.unit,58,8,2,67
mindustry.type.weapons,58,11,2,67
mindustry.type.weather,58,3,2,67
mindustry.ui,58,10,34,67
mindustry.ui.dialogs,58,25,20,67
mindustry.ui.fragments,58,23,18,67
mindustry.ui.layout,0,0,1,68
mindustry.world,58,21,50,67
mindustry.world.blocks,58,21,29,67
mindustry.world.blocks.campaign,58,21,2,67
mindustry.world.blocks.defense,58,22,5,67
mindustry.world.blocks.defense.turrets,58,20,8,67
mindustry.world.blocks.distribution,58,18,8,67
mindustry.world.blocks.environment,58,16,25,67
mindustry.world.blocks.heat,58,10,6,67
mindustry.world.blocks.legacy,58,3,6,67
mindustry.world.blocks.liquid,58,13,8,67
mindustry.world.blocks.logic,58,14,5,67
mindustry.world.blocks.payloads,58,22,18,67
mindustry.world.blocks.power,58,22,10,67
mindustry.world.blocks.production,58,21,7,67
mindustry.world.blocks.sandbox,58,11,5,67
mindustry.world.blocks.storage,58,23,27,67
mindustry.world.blocks.units,58,21,5,67
mindustry.world.consumers,58,10,14,67
mindustry.world.draw,58,12,7,67
mindustry.world.meta,58,17,43,67
mindustry.world.modules,58,5,11,67

